annee,milieu,code_region,region,code_cercle,cercle,code_commune,commune,code_village,localite,concessions,nbmen,hommes,femmes
2009, RURAL,1,KAYES,11, KAYES,1104, DIAMOU,1104007, DINGUIRA ALMAMY,83,134,578,639
2009, RURAL,1,KAYES,11, KAYES,1104, DIAMOU,1104008, DOUROUN,37,58,199,210
2009, RURAL,1,KAYES,11, KAYES,1104, DIAMOU,1104009, DRAMEKO,35,58,198,204
2009, RURAL,1,KAYES,11, KAYES,1104, DIAMOU,1104010, FANGA,39,83,324,327
2009, RURAL,1,KAYES,11, KAYES,1104, DIAMOU,1104011, FOUKARA ILE,22,49,140,156
2009, RURAL,1,KAYES,11, KAYES,1104, DIAMOU,1104012, FOUKARA RIVE GAUCHE,37,59,201,201
2009, RURAL,1,KAYES,11, KAYES,1104, DIAMOU,1104013, GALOUGO,87,124,368,352
2009, RURAL,1,KAYES,11, KAYES,1104, DIAMOU,1104014, HAMAYA,55,72,287,264
2009, RURAL,1,KAYES,11, KAYES,1104, DIAMOU,1104015, ILLIMALO,49,104,347,377
2009, RURAL,1,KAYES,11, KAYES,1104, DIAMOU,1104016, LOGOBA,57,96,301,289
2009, RURAL,1,KAYES,11, KAYES,1104, DIAMOU,1104017, MAKADENIA,40,88,275,228
2009, RURAL,1,KAYES,11, KAYES,1104, DIAMOU,1104018, MAKANIA,42,129,313,354
2009, RURAL,1,KAYES,11, KAYES,1104, DIAMOU,1104019, MOUNDINTAKO,48,137,421,410
2009, RURAL,1,KAYES,11, KAYES,1104, DIAMOU,1104020, SABOUCIRE LAKAFIA,32,76,254,269
2009, RURAL,1,KAYES,11, KAYES,1104, DIAMOU,1104021, TAKOUTALA,47,67,226,214
2009, RURAL,1,KAYES,11, KAYES,1104, DIAMOU,1104022, THEMATESSOU,108,153,431,419
2009, RURAL,1,KAYES,11, KAYES,1104, DIAMOU,1104023, TINKIN,17,33,82,89
2009, RURAL,1,KAYES,11, KAYES,1104, DIAMOU,1104024, WASSANGARA,32,61,168,166
2009, RURAL,1,KAYES,11, KAYES,1105, DJELEBOU,1105001, AOUROU,256,801,2431,2532
2009, RURAL,1,KAYES,11, KAYES,1105, DJELEBOU,1105002, DINDINAYE,69,296,798,879
2009, RURAL,1,KAYES,11, KAYES,1105, DJELEBOU,1105003, HOROGNEWO,72,176,608,556
2009, RURAL,1,KAYES,11, KAYES,1105, DJELEBOU,1105004, LEYA,145,438,1331,1429
2009, RURAL,1,KAYES,11, KAYES,1105, DJELEBOU,1105005, MELGA SONINKE,111,283,996,1046
2009, RURAL,1,KAYES,11, KAYES,1105, DJELEBOU,1105006, MELGA TOUCOULEUR,92,265,940,961
2009, RURAL,1,KAYES,11, KAYES,1105, DJELEBOU,1105007, NAHALY,55,244,715,816
2009, RURAL,1,KAYES,11, KAYES,1105, DJELEBOU,1105008, SAMBAWANSSI,38,156,493,522
2009, RURAL,1,KAYES,11, KAYES,1105, DJELEBOU,1105009, SAREYERO,111,331,987,982
2009, RURAL,1,KAYES,11, KAYES,1105, DJELEBOU,1105010, SERENATY,166,364,1349,1414
2009, RURAL,1,KAYES,11, KAYES,1105, DJELEBOU,1105011, TICHY AMBIDEDI,77,354,818,954
2009, RURAL,1,KAYES,11, KAYES,1106, FALEME,1106001, DAKASSENOU,41,190,616,750
2009, RURAL,1,KAYES,11, KAYES,1106, FALEME,1106002, DIABOUGOU,31,145,415,441
2009, RURAL,1,KAYES,11, KAYES,1106, FALEME,1106003, DIALAMBI,66,247,741,746
2009, RURAL,1,KAYES,11, KAYES,1106, FALEME,1106004, DIBOLI,279,811,1940,1626
2009, RURAL,1,KAYES,11, KAYES,1106, FALEME,1106005, DIGUI,20,87,358,320
2009, RURAL,1,KAYES,11, KAYES,1106, FALEME,1106006, FOUROUKARANE,25,128,320,374
2009, RURAL,1,KAYES,11, KAYES,1106, FALEME,1106007, NAHE PEULHS,35,114,364,352
2009, RURAL,1,KAYES,11, KAYES,1106, FALEME,1106008, SAMBA DRAMANE,30,133,387,408
2009, URBAIN,1,KAYES,11, KAYES,1107, FEGUI,1107001, FEGUI,132,576,1999,1934
2009, RURAL,1,KAYES,11, KAYES,1108, GORY GOPELA,1108001, GORY GOPELA,72,250,913,897
2009, RURAL,1,KAYES,11, KAYES,1108, GORY GOPELA,1108002, BOUGOUTINTI GOPELA,94,272,1009,1044
2009, RURAL,1,KAYES,11, KAYES,1108, GORY GOPELA,1108003, DAG DAG,26,70,260,246
2009, RURAL,1,KAYES,11, KAYES,1108, GORY GOPELA,1108004, KOUMAREFARA,86,212,789,841
2009, RURAL,1,KAYES,11, KAYES,1108, GORY GOPELA,1108005, TICHY GANSOYE,69,186,624,582
2009, RURAL,1,KAYES,11, KAYES,1108, GORY GOPELA,1108006, BOUNKOUNTITI,33,84,344,317
2009, URBAIN,1,KAYES,11, KAYES,1109, GOUMERA,1109001, GOUMERA,204,440,1918,1903
2009, RURAL,1,KAYES,11, KAYES,1110, GUIDIMAKAN KERI KAFFO,1110001, GAKOURA RD,143,383,1229,1411
2009, RURAL,1,KAYES,11, KAYES,1110, GUIDIMAKAN KERI KAFFO,1110002, AMBIDEDI R.D.,120,414,1186,1241
2009, RURAL,1,KAYES,11, KAYES,1110, GUIDIMAKAN KERI KAFFO,1110003, BOKO DIAMBY,32,130,401,460
2009, RURAL,1,KAYES,11, KAYES,1110, GUIDIMAKAN KERI KAFFO,1110004, BOKORO,48,183,479,478
2009, RURAL,1,KAYES,11, KAYES,1110, GUIDIMAKAN KERI KAFFO,1110005, BOUILLAGUI,85,255,876,938
2009, RURAL,1,KAYES,11, KAYES,1110, GUIDIMAKAN KERI KAFFO,1110006, GAGNY,152,453,1498,1348
2009, RURAL,1,KAYES,11, KAYES,1110, GUIDIMAKAN KERI KAFFO,1110007, GOUNALA/GOUSSELA,162,569,1582,1697
2009, RURAL,1,KAYES,11, KAYES,1110, GUIDIMAKAN KERI KAFFO,1110008, SANSANGUE,105,298,1018,1257
2009, RURAL,1,KAYES,11, KAYES,1110, GUIDIMAKAN KERI KAFFO,1110009, SEKEKETE GAGNY,24,30,131,110
2009, RURAL,1,KAYES,11, KAYES,1110, GUIDIMAKAN KERI KAFFO,1110010, TROULA,134,415,1398,1294
2009, RURAL,1,KAYES,11, KAYES,1111, HAWA DE MBAYA,1111001, MEDINE,99,165,550,519
2009, RURAL,1,KAYES,11, KAYES,1111, HAWA DE MBAYA,1111002, BANKASSI,30,72,223,214
2009, RURAL,1,KAYES,11, KAYES,1111, HAWA DE MBAYA,1111003, BOTEGUEKOUROU,8,14,46,49
2009, RURAL,1,KAYES,11, KAYES,1111, HAWA DE MBAYA,1111004, FATOLA,63,190,616,683
2009, RURAL,1,KAYES,11, KAYES,1111, HAWA DE MBAYA,1111005, KAFA,13,22,69,76
2009, RURAL,1,KAYES,11, KAYES,1111, HAWA DE MBAYA,1111006, KEGNOU,32,96,299,320
2009, RURAL,1,KAYES,11, KAYES,1111, HAWA DE MBAYA,1111007, KOUNDA,27,100,307,287
2009, RURAL,1,KAYES,11, KAYES,1111, HAWA DE MBAYA,1111008, LOMBA,66,223,718,699
2009, RURAL,1,KAYES,11, KAYES,1111, HAWA DE MBAYA,1111009, LONTOU,74,160,474,486
2009, RURAL,1,KAYES,11, KAYES,1111, HAWA DE MBAYA,1111010, MAMOUDIYA,15,35,104,112
2009, RURAL,1,KAYES,11, KAYES,1112, KARAKORO,1112001, TEICHIBE,141,491,1077,1210
2009, RURAL,1,KAYES,11, KAYES,1112, KARAKORO,1112002, AITE,227,511,1746,1773
2009, RURAL,1,KAYES,11, KAYES,1112, KARAKORO,1112003, BOUTINGUISSE,185,575,1717,1928
2009, RURAL,1,KAYES,11, KAYES,1112, KARAKORO,1112004, KALINIORO,154,503,1805,1742
2009, RURAL,1,KAYES,11, KAYES,1112, KARAKORO,1112005, SIEOUENA GANDEGA,23,70,217,214
2009, RURAL,1,KAYES,11, KAYES,1112, KARAKORO,1112006, SIOUENA SOUMARE,64,196,524,571
2009, RURAL,1,KAYES,11, KAYES,1112, KARAKORO,1112007, SIOUENA TOUCOULEUR,45,123,350,332
2009, RURAL,1,KAYES,11, KAYES,1113, KEMENE TAMBO,1113001, AMBIDEDI POSTE,114,261,799,747
2009, RURAL,1,KAYES,11, KAYES,1113, KEMENE TAMBO,1113005, DIAKANDAPE-PLANTATION,12,20,47,53
2009, RURAL,1,KAYES,11, KAYES,1113, KEMENE TAMBO,1113006, DIAKANDAPE-VILLAGE,73,231,690,708
2009, RURAL,1,KAYES,11, KAYES,1113, KEMENE TAMBO,1113007, DRAMANE,146,777,2112,2198
2009, RURAL,1,KAYES,11, KAYES,1113, KEMENE TAMBO,1113008, GAKOURA RG,37,149,379,487
2009, RURAL,1,KAYES,11, KAYES,1113, KEMENE TAMBO,1113009, GOUELE,40,146,453,508
2009, RURAL,1,KAYES,11, KAYES,1113, KEMENE TAMBO,1113010, KANANGUILE,18,112,259,244
2009, RURAL,1,KAYES,11, KAYES,1113, KEMENE TAMBO,1113011, MAKADOUGOU,9,61,223,214
2009, RURAL,1,KAYES,11, KAYES,1113, KEMENE TAMBO,1113012, MAKALAGARE,45,136,399,380
2009, RURAL,1,KAYES,11, KAYES,1113, KEMENE TAMBO,1113013, MOUSSALA,31,99,323,318
2009, RURAL,1,KAYES,11, KAYES,1113, KEMENE TAMBO,1113014, SONGONE,36,68,232,232
2009, RURAL,1,KAYES,11, KAYES,1113, KEMENE TAMBO,1113015, TAKOUTALLA,23,132,293,250
2009, RURAL,1,KAYES,11, KAYES,1113, KEMENE TAMBO,1113016, TAMBOKANE,83,252,761,783
2009, RURAL,1,KAYES,11, KAYES,1113, KEMENE TAMBO,1113018, TOUBABOUKANE,130,420,1411,1452
2009, RURAL,1,KAYES,11, KAYES,1114, KHOULOUM,1114001, KOULOUM,92,256,1047,1021
2009, RURAL,1,KAYES,11, KAYES,1114, KHOULOUM,1114002, AOURO DIALLO,45,136,428,468
2009, RURAL,1,KAYES,11, KAYES,1114, KHOULOUM,1114003, DOUSSOUKANE,13,63,215,230
2009, RURAL,1,KAYES,11, KAYES,1114, KHOULOUM,1114004, GABOU GOPELA,102,321,1142,1208
2009, RURAL,1,KAYES,11, KAYES,1114, KHOULOUM,1114005, KEGNOU SOUTE,50,147,457,493
2009, RURAL,1,KAYES,11, KAYES,1114, KHOULOUM,1114006, KERSIGNANE,104,184,691,648
2009, RURAL,1,KAYES,11, KAYES,1114, KHOULOUM,1114007, LOUPOUROU,22,60,217,215
2009, RURAL,1,KAYES,11, KAYES,1114, KHOULOUM,1114008, SABOUCIREDING,22,77,290,237
2009, RURAL,1,KAYES,11, KAYES,1114, KHOULOUM,1114009, SALLIABOUGOU,22,47,188,198
2009, RURAL,1,KAYES,11, KAYES,1114, KHOULOUM,1114010, SEGUE PEULH,40,89,257,243
2009, RURAL,1,KAYES,11, KAYES,1114, KHOULOUM,1114011, SOUTOUKOULE,1109,1421,4802,4299
2009, URBAIN,1,KAYES,11, KAYES,1115, KOUNIAKARY,1115001, KONIAKARY,423,1376,4061,4080
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116001, KOUSSANE,317,883,2997,3323
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116002, AINAMOLO,10,17,99,111
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116003, ASSEYE OULD ZEBA,22,36,110,101
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116004, BILAZMIR,84,139,385,334
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116005, CHARAK,51,72,170,209
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116006, DABA,56,63,252,285
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116008, DAVO,104,134,355,387
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116009, DEBO,9,17,64,66
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116010, EL GELEITA,103,121,352,369
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116011, EL KABRA,7,7,31,21
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116012, FALAYA,17,60,214,243
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116013, HAMON,115,210,541,525
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116014, LEGUE NIBE,13,18,41,52
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116015, MODJI,50,68,201,198
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116017, MONOBAK SARAKOLE,31,93,333,359
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116018, MOUDIOUR 1,63,97,293,271
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116019, MOUDIOUR 2,28,34,124,110
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116020, MOUDIOUR 3,30,46,154,150
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116021, MOUSSALA,35,156,673,741
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116022, NEMA,91,224,719,726
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116023, SEOUNDE,5,20,97,83
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116024, SEYE BOULE,20,60,201,253
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116025, SIROUMOULOU,159,410,1305,1437
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116026, SOBIA,20,82,229,216
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116027, TASKAYE,57,57,266,282
2009, RURAL,1,KAYES,11, KAYES,1116, KOUSSANE,1116028, ZEIBATH,72,78,266,266
2009, RURAL,1,KAYES,11, KAYES,1117, LIBERTE DE MBAYA,1117001, DIALA BANLIEUE,180,312,1102,942
2009, RURAL,1,KAYES,11, KAYES,1117, LIBERTE DE MBAYA,1117003, ALLAHINA,44,63,204,171
2009, RURAL,1,KAYES,11, KAYES,1117, LIBERTE DE MBAYA,1117004, BANANKABOUGOU,15,37,119,104
2009, RURAL,1,KAYES,11, KAYES,1117, LIBERTE DE MBAYA,1117005, BANZANA,54,168,643,550
2009, RURAL,1,KAYES,11, KAYES,1117, LIBERTE DE MBAYA,1117006, BONGOUROU,40,61,231,222
2009, RURAL,1,KAYES,11, KAYES,1117, LIBERTE DE MBAYA,1117007, BOUGARILA,38,99,298,311
2009, RURAL,1,KAYES,11, KAYES,1117, LIBERTE DE MBAYA,1117008, GAIMA,92,132,456,394
2009, RURAL,1,KAYES,11, KAYES,1117, LIBERTE DE MBAYA,1117009, GOUNDIOUROU/DOUGOUBA,122,242,1202,1125
2009, RURAL,1,KAYES,11, KAYES,1117, LIBERTE DE MBAYA,1117010, KAMANKOLLE,211,368,1329,1214
2009, RURAL,1,KAYES,11, KAYES,1117, LIBERTE DE MBAYA,1117012, KOBADA BANLIEUE,55,117,372,384
2009, RURAL,1,KAYES,11, KAYES,1117, LIBERTE DE MBAYA,1117013, KOBADA MEDINE,3,11,45,45
2009, RURAL,1,KAYES,11, KAYES,1117, LIBERTE DE MBAYA,1117014, KONIMBABOUGOU,41,94,335,297
2009, RURAL,1,KAYES,11, KAYES,1117, LIBERTE DE MBAYA,1117015, KOUMBAMADIYA,11,38,122,129
2009, RURAL,1,KAYES,11, KAYES,1117, LIBERTE DE MBAYA,1117016, PAPARA,70,115,454,418
2009, RURAL,1,KAYES,11, KAYES,1117, LIBERTE DE MBAYA,1117017, SALA BOUGOU,18,50,150,149
2009, RURAL,1,KAYES,11, KAYES,1117, LIBERTE DE MBAYA,1117018, SEBETOU,58,123,425,424
2009, RURAL,1,KAYES,11, KAYES,1118, LOGO,1118001, BANKAME,21,76,202,228
2009, RURAL,1,KAYES,11, KAYES,1118, LOGO,1118002, DEMBAGNOUMA,22,61,187,188
2009, RURAL,1,KAYES,11, KAYES,1118, LOGO,1118003, DINGUIRA- LOGO,65,120,400,329
2009, RURAL,1,KAYES,11, KAYES,1118, LOGO,1118005, DJIMIKON,31,99,266,281
2009, RURAL,1,KAYES,11, KAYES,1118, LOGO,1118008, FAGUINE-KOTO,45,93,257,211
2009, RURAL,1,KAYES,11, KAYES,1118, LOGO,1118009, FAGUINE-KOUTA,23,52,172,142
2009, RURAL,1,KAYES,11, KAYES,1118, LOGO,1118010, FARAKOTOSSOU,8,21,73,64
2009, RURAL,1,KAYES,11, KAYES,1118, LOGO,1118011, KAKOULOU,164,286,846,867
2009, RURAL,1,KAYES,11, KAYES,1118, LOGO,1118013, KARAYA,54,99,423,416
2009, RURAL,1,KAYES,11, KAYES,1118, LOGO,1118014, KEROUANE,95,271,809,812
2009, RURAL,1,KAYES,11, KAYES,1118, LOGO,1118015, LAKAFIA,9,20,71,69
2009, RURAL,1,KAYES,11, KAYES,1118, LOGO,1118017, MALOUM,67,128,388,349
2009, RURAL,1,KAYES,11, KAYES,1118, LOGO,1118018, MARENA,38,117,303,300
2009, RURAL,1,KAYES,11, KAYES,1118, LOGO,1118019, MARINTOURO,30,60,181,212
2009, RURAL,1,KAYES,11, KAYES,1118, LOGO,1118020, MODINKANE,51,168,377,381
2009, RURAL,1,KAYES,11, KAYES,1118, LOGO,1118021, MOUSSA WAGUIYA,23,36,132,115
2009, RURAL,1,KAYES,11, KAYES,1118, LOGO,1118022, SABOUCIRE LOGO,57,110,264,297
2009, RURAL,1,KAYES,11, KAYES,1118, LOGO,1118023, SAMBAGA,45,105,293,290
2009, RURAL,1,KAYES,11, KAYES,1118, LOGO,1118024, TINTIBA,60,141,378,416
2009, RURAL,1,KAYES,11, KAYES,1119, MARENA DIOMBOUGOU,1119001, MARENA DIOMBOUGOU,277,979,3126,3291
2009, RURAL,1,KAYES,11, KAYES,1119, MARENA DIOMBOUGOU,1119002, BANAYA,137,420,1325,1419
2009, RURAL,1,KAYES,11, KAYES,1119, MARENA DIOMBOUGOU,1119003, DIATAYA,206,657,2003,2208
2009, RURAL,1,KAYES,11, KAYES,1119, MARENA DIOMBOUGOU,1119004, MADINA KOUTA,39,118,408,485
2009, RURAL,1,KAYES,11, KAYES,1119, MARENA DIOMBOUGOU,1119005, MOGOYAFARA,65,163,550,535
2009, RURAL,1,KAYES,11, KAYES,1119, MARENA DIOMBOUGOU,1119006, NIAMIGA,57,174,553,568
2009, RURAL,1,KAYES,11, KAYES,1119, MARENA DIOMBOUGOU,1119007, SABOUCIRE SAMBA,70,279,853,965
2009, RURAL,1,KAYES,11, KAYES,1119, MARENA DIOMBOUGOU,1119008, SALAMOU,25,61,178,205
2009, RURAL,1,KAYES,11, KAYES,1120, MARINTOUMANIA,1120001, MARINTOUMANIA,50,149,484,509
2009, RURAL,1,KAYES,11, KAYES,1120, MARINTOUMANIA,1120002, GOUREL SAMBA,48,86,294,273
2009, RURAL,1,KAYES,11, KAYES,1120, MARINTOUMANIA,1120003, HAMDALLAYE,31,103,330,317
2009, RURAL,1,KAYES,11, KAYES,1120, MARINTOUMANIA,1120004, KOULOUNI TOUCOULEUR,60,228,472,485
2009, RURAL,1,KAYES,11, KAYES,1120, MARINTOUMANIA,1120005, KOUMBINE/DARALAM,43,176,522,457
2009, RURAL,1,KAYES,11, KAYES,1120, MARINTOUMANIA,1120006, MARELA,41,142,397,416
2009, RURAL,1,KAYES,11, KAYES,1120, MARINTOUMANIA,1120007, OUALILA,46,117,386,358
2009, RURAL,1,KAYES,11, KAYES,1120, MARINTOUMANIA,1120008, OUSSOUBIDIADIAN,34,138,308,324
2009, RURAL,1,KAYES,11, KAYES,1120, MARINTOUMANIA,1120009, SABOUCIRE MADIGATA,40,146,364,423
2009, RURAL,1,KAYES,11, KAYES,1120, MARINTOUMANIA,1120010, TINTILA,68,211,444,498
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121001, SADIOLA,1674,2451,5830,4809
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121002, ALAMOUTALA,18,45,166,205
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121003, BABALA HAMDALAY,60,114,410,386
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121004, BEMBOKOTO,35,112,338,376
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121005, BENDOUGOU,16,42,130,141
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121006, BOUNTOUM,50,114,392,371
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121007, BREMASSOU,49,124,363,350
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121008, BRONKONE,43,83,236,271
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121009, DARSALAM OULOU,40,157,562,488
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121010, DIALAKOTO/DIALATIEMOKO,12,34,107,132
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121011, DIANGOUNTE,133,171,519,393
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121012, DJINGUILOU,24,54,192,167
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121013, DJIROLA,41,80,281,287
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121015, FARABACOUTA,57,116,364,361
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121016, FARABANA,49,115,342,343
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121017, FARASSOUMA,20,23,128,112
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121018, KAKADIAN,76,162,570,530
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121019, KANTELA,35,95,291,354
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121020, KENIEBA,18,40,125,139
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121021, KEREKOTO,91,179,645,608
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121022, KOBOROTOSSOU,77,206,649,615
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121024, KOROPOTO,24,102,298,314
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121025, KOUNDEDIOU/NIANICOTO,56,134,559,505
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121026, KOUNGODIAN,13,18,69,41
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121027, KROUKETO,551,861,2078,1776
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121028, MADINA,36,106,323,285
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121029, MANDANKOTO,20,22,126,115
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121030, MANTALLABOUGOU,14,35,113,97
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121031, MORIBOUGOU SEBE,17,32,97,110
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121032, MOUSSAKONTELA,39,39,267,276
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121033, MOUSSALA,24,78,221,234
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121034, NIODJIKOUROU,2,2,2,6
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121035, SABOUCIRE,59,130,393,412
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121036, SAMANAFOULOU,48,98,492,477
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121037, SANGAFARA,56,164,503,506
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121038, SEKOKOTO,28,46,180,180
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121039, SIRIMANA,7,16,58,44
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121040, SOKOURANI,17,45,131,145
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121042, TABAKOTO,40,86,282,289
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121043, TINTIBA,42,73,275,280
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121045, YAHERA,36,97,323,309
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121046, YATTELA,28,81,290,303
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121047, YIRIBABOUGOU,32,66,238,220
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121049, DANKOUROU,32,114,457,438
2009, RURAL,1,KAYES,11, KAYES,1121, SADIOLA,1121051, DIALAKEMOTO,9,28,99,95
